v1_x,v1_y,v1_z,v2_x,v2_y,v2_z,anchor_x,anchor_y,anchor_z
-8.695489121705009,-2.3213075914901538,8.881784197001252e-16,-0.8723613432240995,3.2678170691423247,4.9558407247883025,-152.10207476753544,336.2697452611739,-2.4779203623941517
-8.451867495750946,3.092884710794806,8.881784197001252e-16,1.075680817852401,2.93949260652289,5.118817636359208,360.67909333894926,609.8688113413411,-2.5594088181796044
-7.432764505998591,5.074841061389748,8.881784197001252e-16,1.8869092833116952,2.763623959328015,4.980156219234524,449.2069276113435,342.8487674896411,-2.4900781096172624
-8.538769722912036,-2.8441890969274937,8.881784197001252e-16,-0.996558130691426,2.9918476245698002,5.104480353915401,-352.22333607319825,612.8111707361788,-2.552240176957701
-7.18654447700726,5.417894284682632,8.881784197001252e-16,2.053504504168359,2.723862939641151,4.9359588670702585,438.27251998641947,287.0271213878381,-2.4679794335351297
-6.748157140888452,-5.955029403947236,8.881784197001252e-16,-2.4187024070433836,2.7408401894632277,4.757906443172848,-374.0435702260341,176.344094607242,-2.3789532215864244
-6.967712674922723,5.696576171677208,8.881784197001252e-16,2.1993113113834397,2.6900666011660803,4.891479473217857,421.6012006817696,241.01867861357834,-2.445739736608929
-6.686890146966562,6.0237446959845045,8.881784197001252e-16,2.388150048497778,2.6510580767844374,4.823756878137221,390.7243700492344,186.53859861361553,-2.411878439068611
-7.570390276473063,-4.867154308410818,8.881784197001252e-16,-1.8325761956185715,2.85039596715319,4.9514550707533544,-441.7325167639542,347.7763791706288,-2.4757275353766777
-5.944638819064409,6.757312284545719,8.881784197001252e-16,2.983938122477099,2.62507246218766,4.495009215729366,253.51235034829367,66.03610762663331,-2.2475046078646836
-8.066447017455403,3.991545128717064,8.881784197001252e-16,1.4214266274233296,2.872537378274785,5.072285022873456,425.078510195016,501.19095874650407,-2.5361425114367284
-7.923149387224271,4.268923024338449,8.881784197001252e-16,1.5355022725068466,2.8499023805611046,5.05176099913668,434.4268235573587,459.5825872975502,-2.5258804995683404
-6.782299507301559,5.916114721103412,8.881784197001252e-16,2.3242396837209753,2.6645341418956434,4.847490866344073,401.26602991179027,203.86967556850047,-2.4237454331720367
-6.875954505971549,5.807000054400703,8.881784197001252e-16,2.261547381716241,2.677853756518516,4.869753864308955,411.18720356212765,221.81457309454038,-2.434876932154478
-7.606285588958258,4.810864739234148,8.881784197001252e-16,1.7682039902789484,2.795643872485698,5.005779658254546,446.33204079933967,380.38274569414006,-2.5028898291272736
-7.331590059515406,-5.219941302276766,8.881784197001252e-16,-2.005237307956577,2.816425906469817,4.903750447580367,-431.037586316264,292.2997576979035,-2.451875223790184
-8.619984635276808,2.587636931177144,8.881784197001252e-16,0.8969592811468488,2.9879675656189875,5.125184277152714,291.560512677065,616.120197751602,-2.5625921385763575
-8.177670919045738,-3.758416999189137,8.881784197001252e-16,-1.3515167332021178,2.940668661326015,5.052313365594997,-416.99140617387604,505.03187416893155,-2.526156682797499
-5.697514316041776,6.966945573097227,8.881784197001252e-16,3.3776404864198355,2.7622083198310676,4.11846451269809,167.38393691481096,27.484623053535856,-2.0592322563490453
-8.702053057341232,2.2965784522236845,8.881784197001252e-16,0.7878776571178605,2.9853772982564806,5.144586590239225,278.6030877001117,680.2400221247599,-2.572293295119613
-7.769742570825372,4.542147111565669,8.881784197001252e-16,1.6509279236271936,2.8240575777276717,5.029824628023002,441.8684073235991,419.6998976553533,-2.5149123140115015
-7.118361406863755,-5.507170860003583,8.881784197001252e-16,-2.1564105311138064,2.7872949454894353,4.8560148793172555,-414.5796140310112,246.57193795725706,-2.428007439658628
-8.50298417110082,2.9494508278675085,8.881784197001252e-16,1.0236029608792023,2.9509492721873585,5.122903021867218,344.4456906051108,619.1347999499726,-2.5614515109336096
-8.041504482498624,-4.041559805069596,8.881784197001252e-16,-1.4690147413750196,2.922903333709428,5.029774526896154,-426.4777403880632,463.7013282356801,-2.5148872634480774
-8.692619216336368,-2.332031552055014,8.881784197001252e-16,-0.8133112511932836,3.0316077862478323,5.11349968603145,-282.9460347662352,618.5582118829036,-2.5567498430157256
-6.84360710421862,-5.845086979942124,8.881784197001252e-16,-2.351986067615087,2.7537774230886214,4.7838134831776165,-383.97720341408314,192.42165477842676,-2.3919067415888087
