v1_x,v1_y,v1_z,v2_x,v2_y,v2_z,anchor_x,anchor_y,anchor_z
-5.738953399353932,6.932850343116016,8.881784197001252e-16,3.415302577911234,2.8271578599396676,4.042633638643787,154.04882541072135,24.873595898472157,-2.021316819321894
-5.921127119257022,-6.777923991724833,8.881784197001252e-16,-3.385871491578854,2.957863725763744,3.9732752764343777,-148.23350069458206,31.663630132980543,-1.9866376382171893
-5.787175647160694,6.892648114397719,8.881784197001252e-16,3.451632170498243,2.8980445989022066,3.9607540774902086,141.57877173833123,22.43025364335004,-1.9803770387451047
-5.972103022847477,-6.733051721507575,8.881784197001252e-16,-3.4174152268357147,3.0311895186126527,3.8901366646486935,-135.7162408751584,29.176531101447463,-1.9450683323243472
-5.850550527346783,6.838936944215984,8.881784197001252e-16,3.518497298197289,3.009992107157263,3.815773090401131,123.91102661457475,18.175735474313377,-1.907886545200566
-6.04088817487343,-6.6714069024962335,8.881784197001252e-16,-3.4761848292386617,3.1476484848743063,3.742786134504545,-117.98646349794396,24.862079208810965,-1.871393067252273
-6.053879834394081,6.6596200305059945,4.440892098500626e-16,3.628597882934031,3.298550885785355,3.457287876045509,92.35494097573003,10.515414541854327,-1.7286439380227547
-6.260417044831868,-6.4658470771259715,4.440892098500626e-16,-3.5615942844946034,3.4484368868396906,3.379841592462401,-86.23129433533677,17.00320509514314,-1.6899207962312006
-6.252812227411539,6.473201622746874,4.440892098500626e-16,3.594736706968064,3.472348761186417,3.319738255986985,81.62073776022174,9.766124808033354,-1.6598691279934927
-6.465898120298476,-6.260364326292883,4.440892098500626e-16,-3.511559584263722,3.6268474695389017,3.2426727739420143,-75.3029711477189,16.05565842837699,-1.6213363869710073
-6.500815042506531,6.224098632181274,4.440892098500626e-16,3.5254827887653164,3.6822217801634665,3.1642082529140274,70.90976612687061,9.03153979382763,-1.582104126457014
-5.9701404396499385,6.73479198868505,8.881784197001252e-16,3.5191272187830833,3.1195742580361134,3.7261240004350986,113.10150661043343,17.40511687663942,-1.8630620002175498
-6.721012965673552,-5.985648228491895,4.440892098500626e-16,-3.4212219125264625,3.8415349440490267,3.0883409622156393,-64.3509825609,15.056756642221433,-1.5441704811078198
-6.163929824582368,-6.5578936494597,8.881784197001252e-16,-3.4683360888027437,3.2599766635751948,3.6528340953366114,-107.05986704330745,23.981258492942253,-1.8264170476683061
-6.058202719788028,6.655687778581019,8.881784197001252e-16,3.271469612712565,2.9777878357245484,4.053426473800809,145.65136655353774,33.227962192847215,-2.026713236900405
-6.239071580247952,-6.486446316477327,8.881784197001252e-16,-3.2306860938234934,3.107476853924382,3.9882646558998305,-139.5231211629643,39.73418473127647,-1.9941323279499157
-6.113696703067234,6.604749247541861,4.440892098500626e-16,3.5090620458995545,3.2481688943541513,3.624345788108165,102.29231732858383,16.636340929051993,-1.8121728940540827
-6.311447377718721,-6.416044887490063,4.440892098500626e-16,-3.4478265408935016,3.391618382031627,3.550974076866167,-96.11036304069388,23.075013252729217,-1.7754870384330836
-6.105201248095881,6.612602945909298,8.881784197001252e-16,3.3058339795040013,3.052169002548549,3.9693483192885184,133.77368363429594,30.078314025771075,-1.9846741596442596
-6.288709741171303,-6.4383328425375055,8.881784197001252e-16,-3.25999760453179,3.184237160956428,3.9029539225093575,-127.59964632714845,36.53774784079054,-1.9514769612546792
-6.320194154117047,6.407428958191026,8.881784197001252e-16,3.0909987493749043,3.0489159308131732,4.1412363345016185,149.29059770237106,44.7848275554979,-2.0706181672508097
-6.224246776373036,6.500673201046936,8.881784197001252e-16,3.3019227492782477,3.161515952642869,3.886145010030314,121.7501620135474,28.7927054231551,-1.9430725050151574
-6.496275666332565,-6.228836365406906,8.881784197001252e-16,-3.043866148283769,3.1745565994455944,4.081307298923795,-142.90592909269182,51.040139882980654,-2.040653649461898
-6.410008095888017,-6.3175783501789695,8.881784197001252e-16,-3.2480741807777775,3.2955953437824306,3.8195635151420504,-115.4599588616671,35.13479150319827,-1.9097817575710256
-6.3592830426530895,6.368635582558078,8.881784197001252e-16,3.1252512577803486,3.1206617288737633,4.061314436199827,137.24201589243637,40.72795134428408,-2.030657218099914
-6.537542512788377,-6.185510317951518,8.881784197001252e-16,-3.073497369065194,3.2484174595737088,4.000174737519091,-130.81948005907321,46.941146429188905,-2.0000873687595457
-6.364633294538166,6.363288695796868,8.881784197001252e-16,3.2810815815256973,3.2817748925438615,3.8032166924909223,110.80377585650623,27.993168205829633,-1.9016083462454616
-6.6060790781633045,6.112259746857383,8.881784197001252e-16,2.945612688506742,3.183593492393946,4.145853152789556,139.86523319482828,51.95507338037434,-2.0729265763947784
-6.552421933405583,-6.169746089315623,8.881784197001252e-16,-3.2180206089636556,3.4176169513425805,3.7368753971976427,-104.37677872881538,34.19176456898652,-1.8684376985988218
-6.77855232961258,-5.920407782805491,8.881784197001252e-16,-2.888002276144846,3.3066091517789644,4.089716221249809,-133.20172269712128,57.909899315513265,-2.044858110624905
-7.076913292857554,5.560332566076969,4.440892098500626e-16,3.186911090758585,4.056141101872431,3.064525585029605,59.04360110104948,13.624063166025302,-1.5322627925148027
-6.511402688895259,6.213021408545728,4.440892098500626e-16,3.335602202980226,3.495794996569032,3.557130203610256,90.30180024295751,21.16169179744262,-1.7785651018051283
-6.843393762751504,5.84533675744467,8.881784197001252e-16,2.766352981223662,3.2386915455579413,4.2258925987306375,141.96152039076392,63.87818584849869,-2.112946299365319
-7.2914300009949145,-5.27589315098319,4.440892098500626e-16,-3.0470135099141302,4.211056798124201,2.997116833453899,-51.929378244545475,18.964718176429496,-1.4985584167269497
-6.708621321320251,-5.999533312444157,4.440892098500626e-16,-3.2542867793796546,3.6389126515147083,3.4882563369398465,-83.73244594965004,27.196410330464726,-1.7441281684699235
-7.009495332663903,-5.645084160697948,8.881784197001252e-16,-2.7031672838676286,3.356520101435862,4.174525056109349,-135.06666869173424,69.56448202963104,-2.087262528054675
-6.529934268397781,6.193541672613854,8.881784197001252e-16,3.2454783699698595,3.4217514865716545,3.7092434422941976,99.82762794921396,27.186453420407247,-1.8546217211470992
-7.096927844068148,5.534764238528183,8.881784197001252e-16,2.6199764660080405,3.359453651698871,4.224901712424932,131.67547568903007,69.73989105488647,-2.1124508562124666
